start,end,summary,location,id,cache_timestamp,calendar_id
2024-09-01 20:00:00,2024-09-01 21:30:00,Zumba Class,Community Center,440,2025-07-06 17:54:00.000000,Fitness
2024-09-01 22:15:00,2024-09-01 23:30:00,Inbox Zero Session,Office,441,2025-07-06 17:54:00.000000,Productivity
2024-09-02 09:30:00,2024-09-02 12:00:00,Bill Payments,Home,442,2025-07-06 17:54:00.000000,Errands
2024-09-02 12:00:00,2024-09-02 13:00:00,Coffee with Colleague,Office Kitchen,443,2025-07-06 17:54:00.000000,Social
2024-09-02 14:00:00,2024-09-02 16:30:00,Outdoor Run,Park,444,2025-07-06 17:54:00.000000,Fitness
2024-09-02 17:30:00,2024-09-02 19:30:00,Team Brainstorm,Co-working Space,445,2025-07-06 17:54:00.000000,Productivity
2024-09-02 19:30:00,2024-09-02 20:15:00,Sales Call,Remote,446,2025-07-06 17:54:00.000000,Productivity
2024-09-02 20:15:00,2024-09-02 21:30:00,Music Practice,Home,447,2025-07-06 17:54:00.000000,Personal Growth
2024-09-02 21:30:00,2024-09-02 22:00:00,Family Dinner,Grandparents' Home,448,2025-07-06 17:54:00.000000,Social
2024-09-02 22:30:00,2024-09-02 23:59:00,Photography Walk,Park,449,2025-07-06 17:54:00.000000,Personal Growth
2024-09-03 07:00:00,2024-09-03 09:00:00,Virtual Meetup,Online,450,2025-07-13 18:46:36.038903,Social
2024-09-03 07:00:00,2024-09-03 08:15:00,Bug Fixing,Home,451,2025-07-13 18:46:36.038895,Productivity
2024-09-03 08:00:00,2024-09-03 11:45:00,Photography Walk,Park,452,2025-07-13 18:46:36.038899,Personal Growth
2024-09-03 18:45:00,2024-09-03 20:45:00,Sporting Event,Sports Bar,453,2025-07-13 18:46:36.038906,Entertainment
2024-09-04 07:15:00,2024-09-04 08:00:00,Budget Review,Office,454,2025-07-06 17:54:00.000000,Productivity
2024-09-04 08:00:00,2024-09-04 10:15:00,Meal Planning,Home,455,2025-07-06 17:54:00.000000,Productivity
2024-09-04 11:15:00,2024-09-04 13:00:00,Task Prioritization,Home,456,2025-07-06 17:54:00.000000,Productivity
2024-09-04 13:15:00,2024-09-04 15:45:00,Fitness Class,Gym,457,2025-07-06 17:54:00.000000,Fitness
2024-09-04 16:45:00,2024-09-04 17:30:00,Feature Development,Home,458,2025-07-06 17:54:00.000000,Productivity
2024-09-04 17:30:00,2024-09-04 19:45:00,Bug Fixing,Office,459,2025-07-06 17:54:00.000000,Productivity
2024-09-04 19:45:00,2024-09-04 20:15:00,DIY Home Project,Hardware Store,460,2025-07-06 17:54:00.000000,Errands
2024-09-04 20:15:00,2024-09-04 22:00:00,Music Practice,Rehearsal Space,461,2025-07-06 17:54:00.000000,Personal Growth
2024-09-04 22:00:00,2024-09-04 23:15:00,Board Game Night,Home,462,2025-07-06 17:54:00.000000,Entertainment
2024-09-05 08:45:00,2024-09-05 11:45:00,Dry Cleaning Pickup,Dry Cleaners,463,2025-07-13 18:46:36.038915,Errands
2024-09-05 11:00:00,2024-09-05 13:45:00,Deep Work Session,Home,464,2025-07-13 18:46:36.038911,Productivity
2024-09-05 13:45:00,2024-09-05 16:45:00,Picnic in the Park,Park,465,2025-07-13 18:46:36.038918,Social
2024-09-06 08:15:00,2024-09-06 10:45:00,Vehicle Refueling,Gas Station,466,2025-07-06 17:54:00.000000,Errands
2024-09-06 10:45:00,2024-09-06 13:00:00,Post Office Visit,Post Office,467,2025-07-06 17:54:00.000000,Errands
2024-09-06 13:00:00,2024-09-06 14:30:00,Gym Session,Gym,468,2025-07-06 17:54:00.000000,Fitness
2024-09-06 14:30:00,2024-09-06 16:30:00,Online Course Study,Home,469,2025-07-06 17:54:00.000000,Personal Growth
2024-09-06 16:45:00,2024-09-06 18:00:00,Sporting Event,Sports Bar,470,2025-07-06 17:54:00.000000,Entertainment
2024-09-06 18:15:00,2024-09-06 18:45:00,Code Review,Online,471,2025-07-06 17:54:00.000000,Productivity
2024-09-06 19:45:00,2024-09-06 22:15:00,Feature Development,Home,472,2025-07-06 17:54:00.000000,Productivity
2024-09-06 22:15:00,2024-09-06 23:59:00,Performance Review Prep,Home,473,2025-07-06 17:54:00.000000,Productivity
2024-09-07 10:15:00,2024-09-07 14:00:00,Creative Writing,Café,474,2025-07-13 18:46:36.038931,Personal Growth
2024-09-07 16:15:00,2024-09-07 19:15:00,Creative Writing,Café,475,2025-07-13 18:46:36.038935,Personal Growth
2024-09-07 16:15:00,2024-09-07 19:00:00,DIY Home Project,Home,476,2025-07-13 18:46:36.038927,Errands
2024-09-07 17:30:00,2024-09-07 18:45:00,Grocery Shopping,Supermarket,477,2025-07-13 18:46:36.038923,Errands
2024-09-08 09:45:00,2024-09-08 10:15:00,Bookstore Browsing,Library,478,2025-07-06 17:54:00.000000,Personal Growth
2024-09-08 10:15:00,2024-09-08 12:30:00,Team Brainstorm,Co-working Space,479,2025-07-06 17:54:00.000000,Productivity
2024-09-08 12:45:00,2024-09-08 14:00:00,Electronics Shopping,Electronics Store,480,2025-07-06 17:54:00.000000,Shopping
2024-09-08 14:00:00,2024-09-08 16:30:00,Marketing Campaign Planning,Online,481,2025-07-06 17:54:00.000000,Productivity
2024-09-08 16:45:00,2024-09-08 17:30:00,Swimming Laps,Beach,482,2025-07-06 17:54:00.000000,Fitness
2024-09-08 17:30:00,2024-09-08 18:15:00,Bug Fixing,Office,483,2025-07-06 17:54:00.000000,Productivity
2024-09-08 18:15:00,2024-09-08 20:45:00,Gardening,Garden,484,2025-07-06 17:54:00.000000,Personal Growth
2024-09-08 20:45:00,2024-09-08 21:45:00,Training Session,Online,485,2025-07-06 17:54:00.000000,Personal Growth
2024-09-08 22:30:00,2024-09-08 23:59:00,Dry Cleaning Pickup,Dry Cleaners,486,2025-07-06 17:54:00.000000,Errands
2024-09-09 09:45:00,2024-09-09 10:45:00,Book Club Meeting,Home,487,2025-07-06 17:54:00.000000,Social
2024-09-09 10:45:00,2024-09-09 12:00:00,Electronics Shopping,Online,488,2025-07-06 17:54:00.000000,Shopping
2024-09-09 12:00:00,2024-09-09 13:30:00,Cycling Tour,Bike Trail,489,2025-07-06 17:54:00.000000,Fitness
2024-09-09 13:30:00,2024-09-09 14:30:00,Journaling,Café,490,2025-07-06 17:54:00.000000,Personal Growth
2024-09-09 14:45:00,2024-09-09 16:45:00,Hardware Repair,Repair Shop,491,2025-07-06 17:54:00.000000,Errands
2024-09-09 16:45:00,2024-09-09 17:45:00,Street Food Tour,Market,492,2025-07-06 17:54:00.000000,Social
2024-09-09 17:45:00,2024-09-09 19:30:00,Beach Day,Beach,493,2025-07-06 17:54:00.000000,Entertainment
2024-09-09 20:00:00,2024-09-09 20:45:00,Networking Event,Bar,494,2025-07-06 17:54:00.000000,Social
2024-09-09 20:45:00,2024-09-09 22:15:00,Training Session,Online,495,2025-07-06 17:54:00.000000,Personal Growth
2024-09-09 22:15:00,2024-09-09 23:59:00,Team Standup,Office,496,2025-07-06 17:54:00.000000,Productivity
2024-09-10 07:15:00,2024-09-10 08:45:00,Team Standup,Project Room,497,2025-07-13 18:46:36.038947,Productivity
2024-09-10 10:45:00,2024-09-10 12:00:00,Museum Visit,Museum,498,2025-07-13 18:46:36.038939,Entertainment
2024-09-10 14:15:00,2024-09-10 16:45:00,Weekend Getaway Planning,Home,499,2025-07-13 18:46:36.038943,Entertainment
2024-09-11 09:30:00,2024-09-11 11:45:00,Feature Development,Office,500,2025-07-06 17:54:00.000000,Productivity
2024-09-11 11:45:00,2024-09-11 13:15:00,Souk/Market Visit,Jaffa Flea Market,501,2025-07-06 17:54:00.000000,Shopping
2024-09-11 13:15:00,2024-09-11 15:15:00,Personal Training,Gym,502,2025-07-06 17:54:00.000000,Fitness
2024-09-11 15:15:00,2024-09-11 16:30:00,Gardening,Home,503,2025-07-06 17:54:00.000000,Personal Growth
2024-09-11 16:30:00,2024-09-11 19:00:00,Picnic in the Park,Park,504,2025-07-06 17:54:00.000000,Social
2024-09-11 20:00:00,2024-09-11 22:00:00,Swimming Laps,Pool,505,2025-07-06 17:54:00.000000,Fitness
2024-09-11 22:00:00,2024-09-11 23:00:00,Journaling,Café,506,2025-07-06 17:54:00.000000,Personal Growth
2024-09-12 08:15:00,2024-09-12 09:30:00,Car Maintenance,Home,507,2025-07-06 17:54:00.000000,Errands
2024-09-12 10:30:00,2024-09-12 13:00:00,Tech Conference,Online,508,2025-07-06 17:54:00.000000,Personal Growth
2024-09-12 13:00:00,2024-09-12 15:00:00,Inbox Zero Session,Office,509,2025-07-06 17:54:00.000000,Productivity
2024-09-12 15:00:00,2024-09-12 15:45:00,Weekend Getaway Planning,Home,510,2025-07-06 17:54:00.000000,Entertainment
2024-09-12 16:15:00,2024-09-12 17:00:00,Grocery Shopping,Local Market,511,2025-07-06 17:54:00.000000,Shopping
2024-09-12 17:45:00,2024-09-12 19:30:00,Marketing Campaign Planning,Office,512,2025-07-06 17:54:00.000000,Productivity
2024-09-12 19:30:00,2024-09-12 21:30:00,Volunteer Work,Community Center,513,2025-07-06 17:54:00.000000,Social
2024-09-12 21:30:00,2024-09-12 22:00:00,Journal Reflection,Home,514,2025-07-06 17:54:00.000000,Personal Growth
2024-09-12 22:00:00,2024-09-12 22:30:00,Haircut Appointment,Salon,515,2025-07-06 17:54:00.000000,Errands
2024-09-12 22:30:00,2024-09-12 23:30:00,Online Course Study,Online,516,2025-07-06 17:54:00.000000,Personal Growth
2024-09-13 09:30:00,2024-09-13 11:45:00,Skill Workshop,Online,517,2025-07-06 17:54:00.000000,Personal Growth
2024-09-13 11:45:00,2024-09-13 14:15:00,Reading Hour,Park,518,2025-07-06 17:54:00.000000,Personal Growth
2024-09-13 14:15:00,2024-09-13 15:45:00,Coffee with Colleague,Café,519,2025-07-06 17:54:00.000000,Social
2024-09-13 15:45:00,2024-09-13 17:30:00,Client Follow-up,Office,520,2025-07-06 17:54:00.000000,Productivity
2024-09-13 17:30:00,2024-09-13 19:00:00,Team Sports (Basketball/Soccer),Sports Court,521,2025-07-06 17:54:00.000000,Fitness
2024-09-13 19:00:00,2024-09-13 20:45:00,Meal Planning,Home,522,2025-07-06 17:54:00.000000,Productivity
2024-09-13 20:45:00,2024-09-13 22:15:00,Movie Night,Cinema,523,2025-07-06 17:54:00.000000,Entertainment
2024-09-13 22:15:00,2024-09-13 23:59:00,DIY Home Project,Home,524,2025-07-06 17:54:00.000000,Errands
2024-09-14 07:45:00,2024-09-14 09:45:00,Shopping for Clothes,Mall,525,2025-07-06 17:54:00.000000,Shopping
2024-09-14 09:45:00,2024-09-14 11:00:00,Q&A Session,Meeting Room,526,2025-07-06 17:54:00.000000,Productivity
2024-09-14 11:00:00,2024-09-14 13:00:00,Coffee with Mentor,Online,527,2025-07-06 17:54:00.000000,Social
2024-09-14 13:00:00,2024-09-14 15:15:00,DIY Home Project,Home,528,2025-07-06 17:54:00.000000,Errands
2024-09-14 15:15:00,2024-09-14 17:45:00,Group Workout,Park,529,2025-07-06 17:54:00.000000,Fitness
2024-09-14 18:15:00,2024-09-14 20:15:00,Language Lesson,Language School,530,2025-07-06 17:54:00.000000,Personal Growth
2024-09-14 20:15:00,2024-09-14 22:15:00,Grocery Shopping,Farmer's Market,531,2025-07-06 17:54:00.000000,Shopping
2024-09-14 22:15:00,2024-09-14 23:59:00,Outdoor Run,Park,532,2025-07-06 17:54:00.000000,Fitness
2024-09-15 09:00:00,2024-09-15 09:45:00,Picnic in the Park,Park,533,2025-07-06 17:54:00.000000,Social
2024-09-15 09:45:00,2024-09-15 11:45:00,Online Course Study,Library,534,2025-07-06 17:54:00.000000,Personal Growth
2024-09-15 11:45:00,2024-09-15 13:00:00,Gym Session,Gym,535,2025-07-06 17:54:00.000000,Fitness
2024-09-15 13:45:00,2024-09-15 15:30:00,Swimming Laps,Beach,536,2025-07-06 17:54:00.000000,Fitness
2024-09-15 15:30:00,2024-09-15 16:15:00,Cleaning the Apartment,Home,537,2025-07-06 17:54:00.000000,Errands
2024-09-15 16:15:00,2024-09-15 18:00:00,Reading Hour,Library,538,2025-07-06 17:54:00.000000,Personal Growth
2024-09-15 18:00:00,2024-09-15 18:30:00,Report Drafting,Office,539,2025-07-06 17:54:00.000000,Productivity
2024-09-15 18:30:00,2024-09-15 19:15:00,Quarterly Goal Setting,Off-site Venue,540,2025-07-06 17:54:00.000000,Productivity
2024-09-15 19:15:00,2024-09-15 21:45:00,Performance Review Prep,Home,541,2025-07-06 17:54:00.000000,Productivity
2024-09-15 22:15:00,2024-09-15 23:59:00,Hardware Repair,Repair Shop,542,2025-07-06 17:54:00.000000,Errands
2024-09-16 09:45:00,2024-09-16 11:15:00,Pilates Class,Home,543,2025-07-06 17:54:00.000000,Fitness
2024-09-16 11:45:00,2024-09-16 13:30:00,Haircut Appointment,Salon,544,2025-07-06 17:54:00.000000,Errands
2024-09-16 14:30:00,2024-09-16 17:00:00,Laundry Day,Laundromat,545,2025-07-06 17:54:00.000000,Errands
2024-09-16 17:00:00,2024-09-16 19:15:00,Bank Visit,Bank,546,2025-07-06 17:54:00.000000,Errands
2024-09-16 19:30:00,2024-09-16 22:00:00,Client Follow-up,Online,547,2025-07-06 17:54:00.000000,Productivity
2024-09-16 22:00:00,2024-09-16 22:45:00,Data Analysis,Home,548,2025-07-06 17:54:00.000000,Productivity
2024-09-17 08:00:00,2024-09-17 09:45:00,Art Class,Art Studio,549,2025-07-06 17:54:00.000000,Personal Growth
2024-09-17 10:45:00,2024-09-17 12:00:00,Task Prioritization,Office,550,2025-07-06 17:54:00.000000,Productivity
2024-09-17 12:00:00,2024-09-17 12:30:00,Code Review,Development Lab,551,2025-07-06 17:54:00.000000,Productivity
2024-09-17 12:30:00,2024-09-17 14:15:00,Goal Review,Home,552,2025-07-06 17:54:00.000000,Personal Growth
2024-09-17 15:15:00,2024-09-17 17:45:00,Streaming Series Binge,Home,553,2025-07-06 17:54:00.000000,Entertainment
2024-09-17 17:45:00,2024-09-17 19:30:00,Weekend Getaway Planning,Home,554,2025-07-06 17:54:00.000000,Entertainment
2024-09-17 19:30:00,2024-09-17 20:15:00,DIY Home Project,Hardware Store,555,2025-07-06 17:54:00.000000,Errands
2024-09-17 20:15:00,2024-09-17 22:15:00,Team Standup,Online,556,2025-07-06 17:54:00.000000,Productivity
2024-09-17 22:45:00,2024-09-17 23:59:00,Grocery Shopping,Local Market,557,2025-07-06 17:54:00.000000,Shopping
2024-09-18 08:45:00,2024-09-18 10:30:00,Feature Development,Office,558,2025-07-06 17:54:00.000000,Productivity
2024-09-18 10:30:00,2024-09-18 11:00:00,Zumba Class,Community Center,559,2025-07-06 17:54:00.000000,Fitness
2024-09-18 12:00:00,2024-09-18 14:15:00,Street Food Tour,City Streets,560,2025-07-06 17:54:00.000000,Social
2024-09-18 15:00:00,2024-09-18 17:00:00,Team Brainstorm,Co-working Space,561,2025-07-06 17:54:00.000000,Productivity
2024-09-18 17:00:00,2024-09-18 18:45:00,Hardware Repair,Repair Shop,562,2025-07-06 17:54:00.000000,Errands
2024-09-18 19:15:00,2024-09-18 19:45:00,Morning Yoga & Meditation,Yoga Studio,563,2025-07-06 17:54:00.000000,Fitness
2024-09-18 19:45:00,2024-09-18 21:15:00,Book Club Meeting,Café,564,2025-07-06 17:54:00.000000,Social
2024-09-18 21:15:00,2024-09-18 23:15:00,Data Analysis,Office,565,2025-07-06 17:54:00.000000,Productivity
2024-09-19 10:30:00,2024-09-19 12:30:00,Weekend Getaway Planning,Home,566,2025-07-13 18:46:36.038955,Entertainment
2024-09-19 10:30:00,2024-09-19 12:45:00,Inbox Zero Session,Office,567,2025-07-13 18:46:36.038951,Productivity
2024-09-19 13:15:00,2024-09-19 16:00:00,Weekly Review & Planning,Office,568,2025-07-13 18:46:36.038963,Productivity
2024-09-19 17:30:00,2024-09-19 20:45:00,Quarterly Goal Setting,Office,569,2025-07-13 18:46:36.038959,Productivity
2024-09-20 08:30:00,2024-09-20 09:15:00,Meditation Workshop,Meditation Center,570,2025-07-06 17:54:00.000000,Personal Growth
2024-09-20 09:15:00,2024-09-20 10:15:00,Vendor Meeting,Online,571,2025-07-06 17:54:00.000000,Productivity
2024-09-20 10:15:00,2024-09-20 12:45:00,Outdoor Run,Beach Promenade,572,2025-07-06 17:54:00.000000,Fitness
2024-09-20 13:30:00,2024-09-20 14:45:00,Team Sports (Basketball/Soccer),Park,573,2025-07-06 17:54:00.000000,Fitness
2024-09-20 14:45:00,2024-09-20 15:45:00,Gym Class,Gym,574,2025-07-06 17:54:00.000000,Fitness
2024-09-20 16:30:00,2024-09-20 17:45:00,DIY Home Project,Home,575,2025-07-06 17:54:00.000000,Errands
2024-09-20 17:45:00,2024-09-20 18:45:00,Beach Day,Beach,576,2025-07-06 17:54:00.000000,Entertainment
2024-09-20 18:45:00,2024-09-20 19:45:00,Coffee with Mentor,Café,577,2025-07-06 17:54:00.000000,Social
2024-09-20 20:30:00,2024-09-20 22:30:00,Gardening,Garden,578,2025-07-06 17:54:00.000000,Personal Growth
2024-09-20 22:30:00,2024-09-20 23:59:00,Art Class,Art Studio,579,2025-07-06 17:54:00.000000,Personal Growth
2024-09-21 08:00:00,2024-09-21 09:00:00,Creative Writing,Café,580,2025-07-13 18:46:36.038967,Personal Growth
2024-09-21 12:15:00,2024-09-21 14:30:00,Group Workout,Gym,581,2025-07-13 18:46:36.038975,Fitness
2024-09-21 18:00:00,2024-09-21 20:45:00,Souk/Market Visit,Carmel Market,582,2025-07-13 18:46:36.038971,Entertainment
2024-09-22 09:00:00,2024-09-22 10:15:00,Personal Training,Gym,583,2025-07-06 17:54:00.000000,Fitness
2024-09-22 10:15:00,2024-09-22 12:00:00,Laundry Day,Laundromat,584,2025-07-06 17:54:00.000000,Errands
2024-09-22 12:00:00,2024-09-22 13:45:00,Haircut Appointment,Salon,585,2025-07-06 17:54:00.000000,Errands
2024-09-22 13:45:00,2024-09-22 15:45:00,Meditation Workshop,Meditation Center,586,2025-07-06 17:54:00.000000,Personal Growth
2024-09-22 15:45:00,2024-09-22 18:00:00,Virtual Meetup,Online,587,2025-07-06 17:54:00.000000,Social
2024-09-22 18:00:00,2024-09-22 20:00:00,Goal Review,Home,588,2025-07-06 17:54:00.000000,Personal Growth
2024-09-22 20:00:00,2024-09-22 21:00:00,Fitness Class,Gym,589,2025-07-06 17:54:00.000000,Fitness
2024-09-22 21:00:00,2024-09-22 21:45:00,Souk/Market Visit,Jaffa Flea Market,590,2025-07-06 17:54:00.000000,Shopping
2024-09-22 21:45:00,2024-09-22 23:59:00,Goal Review,Café,591,2025-07-06 17:54:00.000000,Personal Growth
2024-09-23 07:45:00,2024-09-23 09:30:00,Dinner with Friends,Home,592,2025-07-06 17:54:00.000000,Social
2024-09-23 09:30:00,2024-09-23 10:30:00,Quarterly Goal Setting,Office,593,2025-07-06 17:54:00.000000,Productivity
2024-09-23 10:30:00,2024-09-23 11:00:00,Beach Day,Beach,594,2025-07-06 17:54:00.000000,Entertainment
2024-09-23 11:00:00,2024-09-23 12:30:00,Skill Workshop,Online,595,2025-07-06 17:54:00.000000,Personal Growth
2024-09-23 12:30:00,2024-09-23 13:45:00,Reading Hour,Home,596,2025-07-06 17:54:00.000000,Personal Growth
2024-09-23 13:45:00,2024-09-23 15:00:00,Museum Visit,Art Gallery,597,2025-07-06 17:54:00.000000,Entertainment
2024-09-23 15:00:00,2024-09-23 16:00:00,Personal Training,Gym,598,2025-07-06 17:54:00.000000,Fitness
2024-09-23 16:00:00,2024-09-23 17:15:00,Task Prioritization,Office,599,2025-07-06 17:54:00.000000,Productivity
2024-09-23 17:15:00,2024-09-23 19:30:00,Deep Work Session,Quiet Café,600,2025-07-06 17:54:00.000000,Productivity
2024-09-23 20:30:00,2024-09-23 21:45:00,Vendor Meeting,Vendor Site,601,2025-07-06 17:54:00.000000,Productivity
2024-09-23 21:45:00,2024-09-23 23:59:00,Bookstore Browsing,Bookstore,602,2025-07-06 17:54:00.000000,Shopping
2024-09-24 09:30:00,2024-09-24 12:00:00,Grocery Shopping,Local Market,603,2025-07-06 17:54:00.000000,Shopping
2024-09-24 12:00:00,2024-09-24 14:15:00,Budget Review,Finance Department,604,2025-07-06 17:54:00.000000,Productivity
2024-09-24 14:15:00,2024-09-24 14:45:00,Laundry Day,Home,605,2025-07-06 17:54:00.000000,Errands
2024-09-24 14:45:00,2024-09-24 15:30:00,Morning Yoga & Meditation,Yoga Studio,606,2025-07-06 17:54:00.000000,Fitness
2024-09-24 15:30:00,2024-09-24 16:30:00,Reading Hour,Home,607,2025-07-06 17:54:00.000000,Personal Growth
2024-09-24 16:30:00,2024-09-24 17:45:00,Souk/Market Visit,Carmel Market,608,2025-07-06 17:54:00.000000,Shopping
2024-09-24 18:15:00,2024-09-24 19:30:00,Meditation Session,Home,609,2025-07-06 17:54:00.000000,Fitness
2024-09-24 19:30:00,2024-09-24 20:45:00,Documentation Creation,Home,610,2025-07-06 17:54:00.000000,Productivity
2024-09-24 21:15:00,2024-09-24 23:00:00,Lunch Break,Park Bench,611,2025-07-06 17:54:00.000000,Social
2024-09-25 07:30:00,2024-09-25 09:00:00,Post Office Visit,Post Office,612,2025-07-06 17:54:00.000000,Errands
2024-09-25 09:45:00,2024-09-25 11:45:00,Karaoke Night,Home,613,2025-07-06 17:54:00.000000,Social
2024-09-25 11:45:00,2024-09-25 13:45:00,Movie Night,Outdoor Cinema,614,2025-07-06 17:54:00.000000,Entertainment
2024-09-25 13:45:00,2024-09-25 15:00:00,Trivia Quiz Night,Community Center,615,2025-07-06 17:54:00.000000,Social
2024-09-25 15:00:00,2024-09-25 15:45:00,Social Gathering,Restaurant,616,2025-07-06 17:54:00.000000,Social
2024-09-25 16:00:00,2024-09-25 17:30:00,Quick Errands,Downtown,617,2025-07-06 17:54:00.000000,Errands
2024-09-25 17:30:00,2024-09-25 18:30:00,Bill Payments,Bank,618,2025-07-06 17:54:00.000000,Errands
2024-09-25 18:30:00,2024-09-25 19:30:00,Budget Review,Finance Department,619,2025-07-06 17:54:00.000000,Productivity
2024-09-25 19:30:00,2024-09-25 22:00:00,Volunteer Work,Community Center,620,2025-07-06 17:54:00.000000,Social
2024-09-26 08:45:00,2024-09-26 11:00:00,Weekly Review & Planning,Home,621,2025-07-06 17:54:00.000000,Productivity
2024-09-26 12:00:00,2024-09-26 12:30:00,Bank Visit,ATM,622,2025-07-06 17:54:00.000000,Errands
2024-09-26 12:30:00,2024-09-26 13:45:00,Outdoor Run,Park,623,2025-07-06 17:54:00.000000,Fitness
2024-09-26 13:45:00,2024-09-26 15:30:00,Meditation Session,Home,624,2025-07-06 17:54:00.000000,Fitness
2024-09-26 16:00:00,2024-09-26 17:00:00,Social Gathering,Home,625,2025-07-06 17:54:00.000000,Social
2024-09-26 17:00:00,2024-09-26 18:15:00,Client Follow-up,Online,626,2025-07-06 17:54:00.000000,Productivity
2024-09-26 18:15:00,2024-09-26 19:00:00,Photography Walk,Park,627,2025-07-06 17:54:00.000000,Personal Growth
2024-09-26 19:00:00,2024-09-26 19:45:00,Volunteer Work,Animal Shelter,628,2025-07-06 17:54:00.000000,Social
2024-09-26 19:45:00,2024-09-26 20:15:00,Book Club Meeting,Home,629,2025-07-06 17:54:00.000000,Social
2024-09-26 20:30:00,2024-09-26 22:00:00,Karaoke Night,Karaoke Bar,630,2025-07-06 17:54:00.000000,Entertainment
2024-09-26 22:00:00,2024-09-26 23:00:00,Report Drafting,Library,631,2025-07-06 17:54:00.000000,Productivity
2024-09-27 08:45:00,2024-09-27 10:45:00,DIY Home Project,Hardware Store,632,2025-07-06 17:54:00.000000,Errands
2024-09-27 11:45:00,2024-09-27 13:30:00,Pet Vet Appointment,Vet Clinic,633,2025-07-06 17:54:00.000000,Errands
2024-09-27 13:30:00,2024-09-27 14:00:00,Team Standup,Office,634,2025-07-06 17:54:00.000000,Productivity
2024-09-27 14:30:00,2024-09-27 15:15:00,Street Food Tour,Market,635,2025-07-06 17:54:00.000000,Social
2024-09-27 15:15:00,2024-09-27 17:45:00,Gym Class,Gym,636,2025-07-06 17:54:00.000000,Fitness
2024-09-27 17:45:00,2024-09-27 19:00:00,Budget Review,Finance Department,637,2025-07-06 17:54:00.000000,Productivity
2024-09-27 19:00:00,2024-09-27 19:30:00,Budget Review,Finance Department,638,2025-07-06 17:54:00.000000,Productivity
2024-09-27 20:15:00,2024-09-27 20:45:00,Volunteer Work,Animal Shelter,639,2025-07-06 17:54:00.000000,Social
2024-09-27 20:45:00,2024-09-27 22:15:00,Art Class,Community Center,640,2025-07-06 17:54:00.000000,Personal Growth
2024-09-27 22:15:00,2024-09-27 23:15:00,Museum Visit,Museum,641,2025-07-06 17:54:00.000000,Entertainment
2024-09-28 09:45:00,2024-09-28 10:30:00,Reading Hour,Park,642,2025-07-06 17:54:00.000000,Personal Growth
2024-09-28 11:15:00,2024-09-28 11:45:00,Meditation Session,Home,643,2025-07-06 17:54:00.000000,Fitness
2024-09-28 11:45:00,2024-09-28 13:00:00,Bank Visit,ATM,644,2025-07-06 17:54:00.000000,Errands
2024-09-28 13:00:00,2024-09-28 15:15:00,Creative Writing,Home,645,2025-07-06 17:54:00.000000,Personal Growth
2024-09-28 15:15:00,2024-09-28 16:30:00,Group Workout,Gym,646,2025-07-06 17:54:00.000000,Fitness
2024-09-28 16:45:00,2024-09-28 18:30:00,Pet Vet Appointment,Vet Clinic,647,2025-07-06 17:54:00.000000,Errands
2024-09-28 19:00:00,2024-09-28 21:30:00,Dinner with Friends,Home,648,2025-07-06 17:54:00.000000,Social
2024-09-28 22:15:00,2024-09-28 23:59:00,User Feedback Session,Lab,649,2025-07-06 17:54:00.000000,Productivity
2024-09-29 09:15:00,2024-09-29 10:15:00,Task Prioritization,Home,650,2025-07-06 17:54:00.000000,Productivity
2024-09-29 10:15:00,2024-09-29 12:15:00,Report Drafting,Office,651,2025-07-06 17:54:00.000000,Productivity
2024-09-29 12:15:00,2024-09-29 12:45:00,Photography Walk,Botanical Garden,652,2025-07-06 17:54:00.000000,Personal Growth
2024-09-29 12:45:00,2024-09-29 13:30:00,Puzzle Evening,Café,653,2025-07-06 17:54:00.000000,Entertainment
2024-09-29 13:30:00,2024-09-29 15:30:00,Picnic in the Park,Park,654,2025-07-06 17:54:00.000000,Social
2024-09-29 15:30:00,2024-09-29 16:00:00,Bank Visit,ATM,655,2025-07-06 17:54:00.000000,Errands
2024-09-29 16:45:00,2024-09-29 17:45:00,Picking up Prescriptions,Pharmacy,656,2025-07-06 17:54:00.000000,Errands
2024-09-29 18:15:00,2024-09-29 20:45:00,Client Presentation,Office,657,2025-07-06 17:54:00.000000,Productivity
2024-09-29 20:45:00,2024-09-29 23:00:00,Journaling,Home,658,2025-07-06 17:54:00.000000,Personal Growth
2024-09-30 07:45:00,2024-09-30 10:15:00,Lunch Break,Park Bench,659,2025-07-06 17:54:00.000000,Social
2024-09-30 10:15:00,2024-09-30 11:00:00,Picking up Prescriptions,Pharmacy,660,2025-07-06 17:54:00.000000,Errands
2024-09-30 11:00:00,2024-09-30 13:15:00,Sporting Event,Sports Bar,661,2025-07-06 17:54:00.000000,Entertainment
2024-09-30 13:15:00,2024-09-30 14:15:00,Social Gathering,Restaurant,662,2025-07-06 17:54:00.000000,Social
2024-09-30 15:00:00,2024-09-30 16:30:00,Grocery Shopping,Supermarket,663,2025-07-06 17:54:00.000000,Shopping
2024-09-30 16:30:00,2024-09-30 18:30:00,Quarterly Goal Setting,Office,664,2025-07-06 17:54:00.000000,Productivity
2024-09-30 19:30:00,2024-09-30 20:15:00,Gym Class,Gym,665,2025-07-06 17:54:00.000000,Fitness
2024-09-30 20:15:00,2024-09-30 21:30:00,Reading Hour,Library,666,2025-07-06 17:54:00.000000,Personal Growth
